timestamp (ns),alpha,phi,alphaD,phiD,k,u_tracking_fb,u_stabilizing_fb,u_ff,u_ilc,u_optimal,phase,alpha_optimal,alphaD_optimal,phi_optimal,phiD_optimal,N_j,relative_time
1763394046438114952,-0.42420906790698354,0.8929085603085687,-1.9000914386774037,-2.1222703514701013,40,0.00042936560929485705,0.0,0.03340223799052964,0.0,0.03340223799052964,1,-0.6373536488935668,-0.9868246951421276,0.6632366769581867,-3.1070498905528785,48,0.439800985
1763394046448230556,-0.4403002284896537,0.8732663284268627,-1.6091160582670183,-1.9642231881705996,41,0.0005752040048208553,0.0,0.03462162372706457,0.0,0.03462162372706457,1,-0.6445654604339318,-0.44968347794266633,0.632644423367739,-3.0148392743983963,48,0.449916589
1763394046458157421,-0.4532705414936492,0.8557913863662259,-1.2970313003995482,-1.7474942060636822,42,0.0007069261706769755,0.0,0.035577248503517046,0.0,0.035577248503517046,1,-0.6462279916611327,0.12307137786037896,0.6028575279025795,-2.9473267160018586,48,0.459843454
1763394046468219443,-0.46279253911281754,0.8401695925548605,-0.9521997619168332,-1.5621793811365414,43,0.000790458224100736,0.0,0.03618846643112789,0.0,0.03618846643112789,1,-0.6419858034307883,0.7312738766474269,0.5735865311298733,-2.9132539734638723,48,0.469905476
1763394046478261901,-0.46911015334339073,0.8267407494409669,-0.6317614230573199,-1.3428843113893585,44,0.0008662675121224551,0.0,0.036342520559702704,0.0,0.036342520559702704,1,-0.6314869567982996,1.3743457103242185,0.5444475712874516,-2.9227418135572454,48,0.479947934
1763394046488295838,-0.4715640215087453,0.8152232837759892,-0.2453868165354589,-1.1517465664977689,45,0.0008909861315039439,0.0,0.03588501216596143,0.0,0.03588501216596143,1,-0.614389020507054,2.050886290456552,0.5149496863313581,-2.987027347640099,48,0.489981871
1763394046498217470,-0.4700791652761414,0.8051905319049051,0.1484856232603915,-1.00327518710841,46,0.0008876827102786186,0.0,0.03461086379412473,0.0,0.03461086379412473,1,-0.5903705242082713,2.757963878455313,0.48448652744561754,-3.1178031990761177,48,0.499903503
1763394046508161308,-0.4647992698243713,0.797359212159944,0.52798954517701,-0.7831319744961096,47,0.0008779787881701365,0.0,0.032260500553336534,0.0,0.032260500553336534,1,-0.5591519375374281,3.48986659748577,0.4523380197099197,-3.325815717921186,48,0.509847341
1763394046518193389,-0.4559194654415637,0.7910690748510201,0.887980438280761,-0.6290137308923915,48,0.0008446991696495403,0.0,0.0285314522729741,0.0,0.0285314522729741,1,-0.5205334479259854,4.235901034926733,0.4176920593326741,-3.6181348114415766,48,0.519879422
1763394046528385201,-0.44356520152034395,0.7861204861660878,1.2354263921219744,-0.4948588684932309,49,0.000793269126910219,0.0,0.02312340779212185,0.0,0.02312340779212185,1,-0.47446206618247616,4.97658986112781,0.37970384479360575,-3.993167305657475,48,0.530071234
1763394046538277907,-0.42645710589777647,0.7828113389011293,1.7108095622567487,-0.33091472649584563,50,0.0007127690439462707,0.0,0.015839353263397693,0.0,0.015839353263397693,1,-0.4211480410192652,5.677464128661041,0.3376212268712481,-4.43222884673507,48,0.53996394
1763394046548224250,-0.4068625239209124,0.7809343909461788,1.959458197686409,-0.18769479549505252,51,0.0006411204749684201,0.0,0.0067479209457945,0.0,0.0067479209457945,1,-0.36125699155718877,6.2801810998042,0.2910145717325441,-4.887102239035152,48,0.549910283
1763394046558129556,-0.38495549828606723,0.7805215695907679,2.1907025634845145,-0.041282135541087506,52,0.0005569607944772607,0.0,-0.003658140301256728,0.0,-0.003658140301256728,1,-0.29619567724263957,6.693543437319833,0.24014124549415816,-5.266601602419095,48,0.559815589
1763394046568277480,-0.3614859710301206,0.781887137885249,2.3469527255946643,0.13655682944810899,53,0.0004701259244622982,0.0,-0.014478959812076676,0.0,-0.014478959812076676,1,-0.2284519221046533,6.794138883418228,0.1864038049007199,-5.434380902354543,48,0.569963513
1763394046578258353,-0.3381248454564009,0.785514912381116,2.3361125573719663,0.3627774495867042,54,0.0003869816644924885,0.0,-0.024720402526733035,0.0,-0.024720402526733035,1,-0.16181097682656398,6.453295398000251,0.13268440762301195,-5.239604236267569,48,0.579944386
1763394046588351901,-0.3161931323247923,0.7919254820581323,2.193171313160863,0.6410569677016253,55,0.0003011763325624061,0.0,-0.033521984063528486,0.0,-0.033521984063528486,1,-0.10114524886664035,5.592596603238068,0.08317108458671257,-4.5845966150664985,48,0.590037934
1763394046598313631,-0.2974932703339306,0.8020286054519581,1.869986199086171,1.0103123393825797,56,0.00021114901175482606,0.0,-0.039057681557897246,0.0,-0.039057681557897246,1,-0.051652703505367076,4.228799022448336,0.04250820878595601,-3.4798187896149635,48,0.599999664
1763394046608195437,-0.2843536286020498,0.8162580938853137,1.3139641731880758,1.4229488433355586,57,0.00012251034455910512,0.0,-0.03350889666959459,0.0,-0.03350889666959459,1,-0.017830655938868973,2.484528723131059,0.014669481485209098,-2.044805451495306,48,0.60988147
1763394046618411511,-0.2768568261000419,0.8356950808925918,0.7496802502007904,1.943698700727814,58,5.1450849636900756e-05,0.0,0.01366357476656166,0.0,0.01366357476656166,1,-0.0020478295396299698,0.6924911330982969,0.0016840382912533943,-0.5695211819112384,48,0.620097544
1763394046628177432,-0.2778019634426073,0.86054589132375,-0.09451373425654053,2.485081043115822,59,2.0302952539163407e-05,0.0,7.990712976209672e-19,0.0,7.990712976209672e-19,1,-2.0103537732204585e-18,6.770835706443634e-19,-2.9373578772799134e-18,7.347367135371541e-19,48,0.629863465
1763394046638274497,-0.28756942779509076,0.8914750341309219,-0.9767464352483435,3.092914280717185,60,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,48,0.63996053
