timestamp (ns),I0,I1,I2,relative_time
1763394046008253764,0.135000005364418,-0.0900000035762786,-0.0450000017881393,0.009939797
1763394046018215796,-0.0450000017881393,0.0,-0.135000005364418,0.019901829
1763394046028235168,0.0,0.135000005364418,-0.0450000017881393,0.029921201
1763394046039254606,0.135000005364418,-0.0450000017881393,0.0,0.040940639
1763394046048201067,8.145000457763672,-5.175000190734863,0.9449999928474426,0.0498871
1763394046058154020,8.595000267028809,-5.400000095367432,0.8550000190734863,0.059840053
1763394046068220326,8.819999694824219,-5.625,0.8999999761581421,0.069906359
1763394046078212809,8.864999771118164,-5.715000152587891,0.8550000190734863,0.079898842
1763394046088213534,9.045000076293944,-5.760000228881836,0.7200000286102295,0.089899567
1763394046098158873,8.234999656677246,-5.355000019073486,0.8999999761581421,0.099844906
1763394046108194449,7.965000152587891,-4.860000133514404,0.8999999761581421,0.109880482
1763394046118217313,7.425000190734863,-4.769999980926514,0.675000011920929,0.119903346
1763394046128303384,7.15500020980835,-4.5,0.8550000190734863,0.129989417
1763394046138166590,6.704999923706055,-4.724999904632568,0.7649999856948853,0.139852623
1763394046148249588,6.300000190734863,-4.545000076293945,0.8100000023841858,0.149935621
1763394046158199119,5.579999923706055,-4.275000095367432,0.8550000190734863,0.159885152
1763394046168221634,4.860000133514404,-3.9600000381469727,0.8999999761581421,0.169907667
1763394046178189742,4.454999923706055,-3.734999895095825,0.7200000286102295,0.179875775
1763394046188238518,3.9149999618530273,-3.5999999046325684,0.8100000023841858,0.189924551
1763394046198210886,3.3299999237060547,-3.150000095367432,0.9900000095367432,0.199896919
1763394046208225300,2.8350000381469727,-3.059999942779541,0.8999999761581421,0.209911333
1763394046218206329,2.430000066757202,-2.700000047683716,0.8100000023841858,0.219892362
1763394046228218787,1.6649999618530271,-2.2950000762939453,0.8999999761581421,0.22990482
1763394046238247308,1.6200000047683716,-2.069999933242798,0.675000011920929,0.239933341
1763394046248225474,1.215000033378601,-1.7999999523162842,0.8100000023841858,0.249911507
1763394046258184503,0.7649999856948853,-1.3049999475479126,0.5849999785423279,0.259870536
1763394046268234885,0.6299999952316284,-1.2599999904632568,0.449999988079071,0.269920918
1763394046278198314,0.6299999952316284,-0.9449999928474426,0.3149999976158142,0.279884347
1763394046288179063,0.0450000017881393,-0.8999999761581421,0.3600000143051147,0.289865096
1763394046298280290,0.2249999940395355,-0.5849999785423279,0.3600000143051147,0.299966323
1763394046308167312,0.1800000071525573,-0.270000010728836,0.0450000017881393,0.309853345
1763394046318482884,0.0,-0.2249999940395355,-0.0900000035762786,0.320168917
1763394046328205637,-0.1800000071525573,-0.0450000017881393,-0.135000005364418,0.32989167
1763394046338187574,-0.1800000071525573,-0.0450000017881393,-0.135000005364418,0.339873607
1763394046348200801,0.0450000017881393,0.4950000047683716,-0.3149999976158142,0.349886834
1763394046358271786,-0.2249999940395355,0.449999988079071,-0.5849999785423279,0.359957819
1763394046368170052,-0.1800000071525573,0.7200000286102295,-0.675000011920929,0.369856085
1763394046378205279,0.0,1.034999966621399,-1.125,0.379891312
1763394046388232892,0.3600000143051147,1.215000033378601,-1.1699999570846558,0.389918925
1763394046398231382,0.675000011920929,1.350000023841858,-1.6649999618530271,0.399917415
1763394046408199211,0.4950000047683716,1.3949999809265137,-1.934999942779541,0.409885244
1763394046418247777,0.4050000011920929,1.440000057220459,-2.2950000762939453,0.41993381
1763394046428211764,0.8550000190734863,1.6649999618530271,-2.565000057220459,0.429897797
1763394046438211790,0.9900000095367432,1.7549999952316284,-2.970000028610229,0.439897823
1763394046448445856,1.0800000429153442,1.7999999523162842,-2.880000114440918,0.450131889
1763394046458196966,1.6200000047683716,1.934999942779541,-3.194999933242798,0.459882999
1763394046468186376,1.7100000381469729,1.7999999523162842,-3.509999990463257,0.469872409
1763394046478236269,1.8899999856948853,1.934999942779541,-3.555000066757202,0.479922302
1763394046488183006,2.069999933242798,2.025000095367432,-3.734999895095825,0.489869039
1763394046498185407,2.25,1.9800000190734863,-3.9600000381469727,0.49987144
1763394046508459911,2.430000066757202,1.934999942779541,-3.9149999618530273,0.510145944
1763394046518181548,2.4749999046325684,1.934999942779541,-3.9149999618530273,0.519867581
1763394046528157408,2.609999895095825,1.8450000286102293,-3.9149999618530273,0.529843441
1763394046538216940,2.609999895095825,1.8450000286102293,-3.9149999618530273,0.539902973
1763394046549203063,2.430000066757202,1.6649999618530271,-3.7799999713897705,0.550889096
1763394046558167823,2.4749999046325684,1.440000057220459,-3.4200000762939453,0.559853856
1763394046568225608,2.069999933242798,1.3949999809265137,-3.1050000190734863,0.569911641
1763394046578228218,1.4850000143051147,1.350000023841858,-2.565000057220459,0.579914251
1763394046588199400,1.2599999904632568,0.9900000095367432,-1.7999999523162842,0.589885433
1763394046598178683,0.5849999785423279,0.7200000286102295,-0.8550000190734863,0.599864716
1763394046608189953,-0.1800000071525573,-0.1800000071525573,0.3600000143051147,0.609875986
1763394046618240475,-0.8100000023841858,-0.675000011920929,1.440000057220459,0.619926508
1763394046628229815,-1.440000057220459,-1.6200000047683716,2.6549999713897705,0.629915848
