timestamp (ns),alpha,phi,alphaD,phiD,k,u_tracking_fb,u_stabilizing_fb,u_ff,u_ilc,u_optimal,phase,alpha_optimal,alphaD_optimal,phi_optimal,phiD_optimal,N_j,relative_time
1763394079887940880,1.0118645739123,2.3410834961137623,0.00491474074191256,0.004004487604358786,-4,0.0,0.0,-0.08296195424460599,0.00021190639138080137,-0.0831738606359868,1,1.0268269519241442,3.7233008791215657e-19,2.3559924932831313,2.146625549150706e-19,57,0.0
1763394079897998753,1.0118019633253548,2.3411646138121767,-0.006261058694523314,0.00811176984143458,-3,0.0,0.0,-0.08296195424460599,0.00021190639138080137,-0.0831738606359868,1,1.0268269519241442,3.7233008791215657e-19,2.3559924932831313,2.146625549150706e-19,57,0.010057873
1763394079907943577,1.0122054939071592,2.341196681934059,0.040353058180442325,0.0032068121882389278,-2,0.0,0.0,-0.08296195424460599,0.00021190639138080137,-0.0831738606359868,1,1.0268269519241442,3.7233008791215657e-19,2.3559924932831313,2.146625549150706e-19,57,0.020002697
1763394079918056414,1.012271283712712,2.3414184822081427,0.0065789805552718406,0.02218002740836944,-1,0.0,0.0,-0.08296195424460599,0.00021190639138080137,-0.0831738606359868,1,1.0268269519241442,3.7233008791215657e-19,2.3559924932831313,2.146625549150706e-19,57,0.030115534
1763394079927836830,1.0065655470257782,2.342744235668531,-0.5705736686933749,0.13257534603883236,0,0.0026754919165128074,0.0,-0.08296195424460599,0.00021190639138080137,-0.0831738606359868,1,1.0268269519241442,3.7233008791215657e-19,2.3559924932831313,2.146625549150706e-19,57,0.03989595
1763394079937991002,0.9968292982213456,2.340757098217841,-0.9736248804432579,-0.1987137450690124,1,0.0028255806396530686,0.0,-0.07841732353414342,-0.0002467931912543488,-0.07817053034288907,1,1.0243925893234267,-0.5445171422238577,2.3563436511753473,-0.07687202714882926,57,0.050050122
1763394079947918518,0.9836995283784731,2.3310984497522207,-1.3129769842872507,-0.9658648465620256,2,0.0016560985520310046,0.0,-0.0741148434503623,-0.0008741007926040283,-0.07324074265775828,1,1.0155741431390497,-1.2292634297536795,2.352678472799101,-0.6888758956534183,57,0.059977638
1763394079957852732,0.9682399855813939,2.312350770380199,-1.5459542797079173,-1.8747679372021597,3,4.854726482026654e-05,0.0,-0.06975121559873788,-0.0013688055557116957,-0.06838241004302618,1,0.9998137196993513,-1.9187255690420217,2.3422809024418356,-1.3917593682745524,57,0.069911852
1763394079967969603,0.9494115296294436,2.2869342995913375,-1.8828455951950263,-2.5416470788861556,4,-0.0014764711204176765,0.0,-0.06524982018639071,-0.0016542474078472694,-0.06359557277854344,1,0.9773652397401182,-2.5629449713643164,2.324904907401181,-2.0755093134116147,57,0.080028723
1763394079978027729,0.9252519381797484,2.2588486521691618,-2.415959144969526,-2.8085647422175786,5,-0.002799095564648954,0.0,-0.060700712568849055,-0.0018196082211447925,-0.058881104347704265,1,0.9487612353384888,-3.1488639760424286,2.3009340285018176,-2.7081590695607796,57,0.090086849
