time,alpha,phi,alphaD,phiD,attempt_ix,current_k
1.7651351399656678e+18,-0.1422532426360576,0.2369595777598134,6.832547340139413,-6.263099890428583,5,51
1.7651351399753503e+18,-0.0675457092466201,0.1686072254399422,7.470753338943744,-6.835235231987122,5,52
1.76513513998622e+18,0.0110540086999568,0.0971429965588331,7.859971794657705,-7.14642288811091,5,53
1.7651351399965243e+18,0.0896860220293867,0.0255484093482774,7.863201332942992,-7.1594587210555645,5,54
1.765135140006682e+18,0.1643434872719121,-0.0426666764604975,7.46574652425253,-6.821508580877499,5,55
1.765135140016261e+18,0.2314555638450686,-0.1027603913978967,6.711207657315654,-6.00937149373992,5,56
1.7651351400262405e+18,0.282936148818813,-0.1509847909915823,5.1480584973744445,-4.822439959368557,5,57
1.7651351400363423e+18,0.3171737732768989,-0.1859060183455679,3.423762445808587,-3.4921227353985644,5,58
1.7651351400463826e+18,0.340126653676547,-0.2066422079195921,2.295288039964805,-2.073618957402417,5,59
1.7651351558662715e+18,1.0312438147122762,2.361412857422072,0.0033191946589683,0.0085230326339669,6,-4
1.765135155875939e+18,1.031166550975071,2.361412857422072,-0.007726373720529,0.0,6,-3
1.765135155886215e+18,1.0311892029281111,2.361408993217662,0.0022651953040186,-0.0003864204409786,6,-2
1.7651351558968827e+18,1.0323276382631037,2.361733131933574,0.113843533499236,0.0324138715912081,6,-1
1.7651351559066143e+18,1.030352938487126,2.362216301595253,-0.1974699775977528,0.0483169661678939,6,0
1.765135155916274e+18,1.022346175784292,2.3627895508100507,-0.8006762702833958,0.0573249214797844,6,1
1.7651351559261427e+18,1.0105953959638196,2.358793073947328,-1.1750779820472346,-0.3996476862722975,6,2
1.7651351559364337e+18,0.9962110592345642,2.3469911817595723,-1.4384336729255431,-1.1801892187755405,6,3
1.7651351559460175e+18,0.9797885767897136,2.325720238298995,-1.642248244485056,-2.127094346057712,6,4
1.765135155956742e+18,0.9591976770670566,2.29822344922227,-2.059089972265704,-2.749678907672504,6,5
1.765135155966058e+18,0.9329534208560712,2.268328976623533,-2.624425621098548,-2.989447259873712,6,6
1.7651351559764006e+18,0.8994138711330693,2.2370820010927965,-3.353954972300188,-3.124697553073652,6,7
1.7651351559863132e+18,0.8603488876520813,2.2032206722911187,-3.906498348098797,-3.3861328801677804,6,8
1.7651351559967414e+18,0.8184129180913939,2.163834948302187,-4.193596956068735,-3.93857239889317,6,9
1.7651351560082235e+18,0.7745276192945741,2.117119875280397,-4.388529879681979,-4.671507302179023,6,10
1.7651351560170038e+18,0.7297481144402065,2.0652070986199336,-4.477950485436765,-5.191277666046323,6,11
1.7651351560265434e+18,0.6831419840420151,2.011509313997441,-4.660613039819139,-5.369778462249242,6,12
1.7651351560363026e+18,0.6345009322777745,1.9586408289652824,-4.864105176424061,-5.286848503215857,6,13
1.765135156045744e+18,0.5829020762907761,1.906980517245337,-5.159885598699843,-5.166031171994523,6,14
1.7651351560564667e+18,0.5306870622229246,1.8563665480498643,-5.221501406785145,-5.061396919547301,6,15
1.7651351560660262e+18,0.4790042622518118,1.806475093829033,-5.16827999711128,-4.98914542208313,6,16
1.7651351560760906e+18,0.4278738040674482,1.756197883438709,-5.113045818436363,-5.027721039032396,6,17
1.7651351560860682e+18,0.377820135357181,1.705690155229363,-5.005366871026712,-5.0507728209346014,6,18
1.7651351560960394e+18,0.3289280543416676,1.6556343242447489,-4.889208101551345,-5.005583098461419,6,19
1.765135156106349e+18,0.2810043332604001,1.6066146539995216,-4.792372108126752,-4.901967024522724,6,20
1.7651351561163443e+18,0.2329319386771672,1.5588803518776717,-4.807239458323284,-4.773430212185015,6,21
1.76513515612712e+18,0.1848556088605991,1.5117846080832569,-4.807632981656809,-4.709574379441484,6,22
1.7651351561364598e+18,0.1367869163267018,1.4658547638487565,-4.806869253389731,-4.5929844234500194,6,23
